text,sentiment,cleaned_text
Working on a volunteer project to achieve better focus.,effort,working on a volunteer project to achieve better focus
Working on a school assignment to achieve team collaboration.,calm,working on a school assignment to achieve team collaboration
Reflecting on astronomy while doing a new hobby.,neutral,reflecting on astronomy while doing a new hobby
Exploring a new city and learning about music theory.,reflection,exploring a new city and learning about music theory
Reflecting on philosophy while doing a photography walk.,effort,reflecting on philosophy while doing a photography walk
Working on a volunteer project to achieve personal growth.,effort,working on a volunteer project to achieve personal growth
Working on a research study to achieve team collaboration.,ambivalence,working on a research study to achieve team collaboration
Trying out a writing project to see how it goes.,ambivalence,trying out a writing project to see how it goes
Trying out a yoga session to see how it goes.,nostalgia,trying out a yoga session to see how it goes
Working on a design prototype to achieve personal growth.,ambivalence,working on a design prototype to achieve personal growth
Joined a art workshop to dive deeper into music theory.,effort,joined a art workshop to dive deeper into music theory
Trying out a yoga session to see how it goes.,ambivalence,trying out a yoga session to see how it goes
Working on a language lesson to achieve skill improvement.,curiosity,working on a language lesson to achieve skill improvement
Trying out a writing project to see how it goes.,neutral,trying out a writing project to see how it goes
Joined a science fair to dive deeper into astronomy.,neutral,joined a science fair to dive deeper into astronomy
Exploring a historical site and learning about sustainability.,effort,exploring a historical site and learning about sustainability
Working on a language lesson to achieve skill improvement.,ambivalence,working on a language lesson to achieve skill improvement
Reflecting on local history while doing a photography walk.,neutral,reflecting on local history while doing a photography walk
Trying out a yoga session to see how it goes.,curiosity,trying out a yoga session to see how it goes
Joined a art workshop to dive deeper into sustainability.,curiosity,joined a art workshop to dive deeper into sustainability
Trying out a new hobby to see how it goes.,effort,trying out a new hobby to see how it goes
Joined a lecture to dive deeper into sustainability.,neutral,joined a lecture to dive deeper into sustainability
Working on a language lesson to achieve better focus.,calm,working on a language lesson to achieve better focus
Exploring a community center and learning about philosophy.,effort,exploring a community center and learning about philosophy
Reflecting on music theory while doing a photography walk.,calm,reflecting on music theory while doing a photography walk
Exploring a new city and learning about local history.,effort,exploring a new city and learning about local history
Reflecting on sustainability while doing a yoga session.,effort,reflecting on sustainability while doing a yoga session
