text,sentiment,cleaned_text
So happy to be gardening with friends at the forest! #FitnessJourney,happy,so happy to be gardening with friends at the forest #fitnessjourney
"Spending time baking at forest, feeling okay.",calmness,spending time baking at forest feeling okay
Just another day gaming at the cafe.,enchantment,just another day gaming at the cafe
Loving this tough moment at the market! #LifeVibes,hopeful,loving this tough moment at the market #lifevibes
Just another day biking at the mountain.,tenderness,just another day biking at the mountain
Just another day swimming at the city.,bitter,just another day swimming at the city
Super excited for writing this weekend! #Struggle,anticipation,super excited for writing this weekend #struggle
Loving this joyful moment at the city! #FitnessJourney,awe,loving this joyful moment at the city #fitnessjourney
"Spending time meditating at concert, feeling okay.",numbness,spending time meditating at concert feeling okay
Pure happiness from a tough reading experience! #LifeVibes,happy,pure happiness from a tough reading experience #lifevibes
Struggling with hiking today.,bitterness,struggling with hiking today
"Spending time shopping at beach, feeling okay.",fulfillment,spending time shopping at beach feeling okay
Super excited for running this weekend! #MusicLover,anticipation,super excited for running this weekend #musiclover
"Spending time cooking at home, feeling okay.",arousal,spending time cooking at home feeling okay
Thrilled about joyful running plans! #BookWorm,excitement,thrilled about joyful running plans #bookworm
"Spending time yoga at city, feeling okay.",inspired,spending time yoga at city feeling okay
"Spending time hiking at beach, feeling okay.",adventure,spending time hiking at beach feeling okay
Heart feels heavy after challenging hiking.,nostalgia,heart feels heavy after challenging hiking
Just another day painting at the home.,harmony,just another day painting at the home
Feeling great after a peaceful writing session! #Mood,gratitude,feeling great after a peaceful writing session #mood
"Trying out biking today, nothing special.",numbness,trying out biking today nothing special
"Spending time swimming at cafe, feeling okay.",other,spending time swimming at cafe feeling okay
"Trying out hiking today, nothing special.",grateful,trying out hiking today nothing special
Just another day studying at the beach.,jealous,just another day studying at the beach
Just another day gardening at the museum.,grateful,just another day gardening at the museum
So happy to be dancing with friends at the beach! #AdventureTime,elation,so happy to be dancing with friends at the beach #adventuretime
Just another day dancing at the market.,arousal,just another day dancing at the market
Just another day photography at the beach.,boredom,just another day photography at the beach
"Trying out writing today, nothing special.",disgust,trying out writing today nothing special
"Trying out photography today, nothing special.",harmony,trying out photography today nothing special
Just another day gaming at the market.,shame,just another day gaming at the market
Just another day painting at the museum.,boredom,just another day painting at the museum
Just another day studying at the gym.,playful,just another day studying at the gym
Super excited for writing this weekend! #ChasingDreams,anticipation,super excited for writing this weekend #chasingdreams
Feeling down after a amazing day at festival.,hate,feeling down after a amazing day at festival
Can’t wait to go running at the beach! #FitnessJourney,excitement,cant wait to go running at the beach #fitnessjourney
"Spending time cooking at garden, feeling okay.",satisfaction,spending time cooking at garden feeling okay
Just another day gardening at the museum.,envious,just another day gardening at the museum
Struggling with swimming today.,frustration,struggling with swimming today
Loving this vibrant moment at the mountain! #GoodVibes,empowerment,loving this vibrant moment at the mountain #goodvibes
Feeling down after a inspiring day at forest.,frustration,feeling down after a inspiring day at forest
"Spending time shopping at trail, feeling okay.",shame,spending time shopping at trail feeling okay
"Spending time shopping at market, feeling okay.",enchantment,spending time shopping at market feeling okay
Just another day running at the city.,fulfillment,just another day running at the city
Heart feels heavy after inspiring painting.,frustration,heart feels heavy after inspiring painting
Loving this amazing moment at the mountain! #BookWorm,empowerment,loving this amazing moment at the mountain #bookworm
