hate,text,cleaned_text
0,xe0xa4x85xe0xa4xac xe0xa4xa6xe0xa5x87xe0xa4x96xe0xa5x8b xe0xa4xaexe0xa5x81xe0xa4xb2xe0xa5x8dxe0xa4xb2xe0xa5x8bxe0xa4x82 xe0xa4x95xe0xa5x80 jhant xe0xa4x95xe0xa5x88xe0xa4xb8xe0xa5x87 xe0xa4xb8xe0xa5x81xe0xa4xb2xe0xa4x97xe0xa4xa4xe0xa5x80 xe0xa4xb9xe0xa5x88xe2x98xbaxefxb8x8fxe2x98xbaxefxb8x8fxf0x9fx91x8cxf0x9fx91x8c,xexaxxexaxac xexaxaxexaxxexaxxexaxb xexaxaexexaxxexaxbxexaxdxexaxbxexaxbxexax xexaxxexax jhant xexaxxexaxxexaxbxexax xexaxbxexaxxexaxbxexaxxexaxaxexax xexaxbxexaxxexxbaxefxbxfxexxbaxefxbxfxfxfxxcxfxfxxc
2,jhant itna to mai ek din me kamata hu abtu jalna mat,jhant itna mai ek din kamata hu abtu jalna mat
2,isliye rahul gandhi aaj jhant ukhad rha hh,isliye rahul gandhi aaj jhant ukhad rha hh
2,we have pur eyes open but u become a pappu jhant and cant see fxe2x80xa6,pur eyes open u become pappu jhant cant see fxexxa
2,india ki govt hi chutiya h bc 125 cr janta k liye jhant barabar doctor hkoi sunne wala hi ni h,india ki govt hi chutiya h bc cr janta k liye jhant barabar doctor hkoi sunne wala hi ni h
0,abhey jhant key baalnhe is the same guy who conxe2x80xa6,abhey jhant key baalnhe guy conxexxa
1,jaali na teri mulle chipkali kijhant saala,jaali na teri mulle chipkali kijhant saala
2,rt  me  aur bhai life kaisi chal rahinfriend zindagi jhant jawani pagal,rt aur bhai life kaisi chal rahinfriend zindagi jhant jawani pagal
2,congress tumhare aise rahul i jhant ke  balon se bhari padi hai,congress tumhare aise rahul jhant ke balon se bhari padi hai
1,abe chutye mulle ja na apni maaa se pooch tu baap ki paida ishq h ya mama ki xf0x9fx98x82xf0x9fx98x82,abe chutye mulle ja na apni maaa se pooch tu baap ki paida ishq h ya mama ki xfxfxxxfxfxx
1,wo sirf hinduon ke festival me hi band hai ye mulle kuchh bhi kare band nahi,wo sirf hinduon ke festival hi band hai ye mulle kuchh bhi kare band nahi
1,mushroom khiladiyo kya tujhe bhi mulle,mushroom khiladiyo kya tujhe bhi mulle
1,school dress mein hi chod dala building ke naye mulle watchmen ne meri bahen ko,school dress mein hi chod dala building ke naye mulle watchmen ne meri bahen ko
1,musalmaan perhasne sepahle soch jara aajpoori duniya ka heerohai,musalmaan perhasne sepahle soch jara aajpoori duniya ka heerohai
1,jyaada deep m mt jaaye  nhi to aap bhi musalmaan ho jaoge  jo bhi jyaxe2x80xa6,jyaada deep mt jaaye nhi aap bhi musalmaan ho jaoge jo bhi jyaxexxa
1,jo bahadur the vo balidaan ho gaye jo kayar the vo musalmaan ho gaye,jo bahadur vo balidaan ho gaye jo kayar vo musalmaan ho gaye
1,saala ladengye dono aapas meixf0x9fx98x94aur maarengye musalmaan koxf0x9fx98xa9xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98x83xf0x9fx98xa9xf0x9fx98xa9xf0x9fx98x83,saala ladengye dono aapas meixfxfxxaur maarengye musalmaan koxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxaxfxfxxxfxfxxaxfxfxxaxfxfxx
1,tum musalmaan nahi ho,tum musalmaan nahi ho
1,kitne besarm hai log  in mamlo ko v hindu musalmaan krdiya  socho apne desh me kitna ghatxe2x80xa6,kitne besarm hai log mamlo ko v hindu musalmaan krdiya socho apne desh kitna ghatxexxa
1,musalmaan kin rahon par chal pada very emotional bayan islamic videos islamic history urdu hindi  via,musalmaan kin rahon par chal pada emotional bayan islamic videos islamic history urdu hindi via
0,baat hindu musalmaan ki nahi lekin hatyara koi bhi ho agar dharm ke naam par haya kaxe2x80xa6,baat hindu musalmaan ki nahi lekin hatyara koi bhi ho agar dharm ke naam par haya kaxexxa
1,isis may jo bhi log hai mere hisaab se woh musalmaan toh nahi hai aise logo ka koi maxe2x80xa6,isis may jo bhi log hai mere hisaab se woh musalmaan toh nahi hai aise logo ka koi maxexxa
0,rt   desh mei nafrat ka bij bo kar sabka sath sabke vikad ki baat karte ho aur jab kahi election hota hai to shamsxe2x80xa6,rt desh mei nafrat ka bij bo kar sabka sath sabke vikad ki baat karte ho aur jab kahi election hota hai shamsxexxa
1,musalmano ka har firqa ek doosray ko kaafir kehta hain     niqbalnnaik kaafir hi hai jo hum sbko musalmaan kehta hy,musalmano ka har firqa ek doosray ko kaafir kehta hain niqbalnnaik kaafir hi hai jo hum sbko musalmaan kehta hy
1,rt  aaj humare hi mulk mein humko sirf isliye nishana banaya ja raha hai ki hum musalmaan hainmarkaz mein aisi hukumat hai jo aisi soxe2x80xa6,rt aaj humare hi mulk mein humko sirf isliye nishana banaya ja raha hai ki hum musalmaan hainmarkaz mein aisi hukumat hai jo aisi soxexxa
0,bhai tafreeq sayxe2x80xa6,bhai tafreeq sayxexxa
1,rt  martyrsinsultednnobody knows about the actual way of worship of the complete godnot even the hindu gurukaazihazrat mxe2x80xa6,rt martyrsinsultednnobody knows actual way worship complete godnot even hindu gurukaazihazrat mxexxa
0,hatya ko justified kiya jaa sakta haxe2x80xa6,hatya ko justified kiya jaa sakta haxexxa
0,i added a video to a  playlist  musalmaan kin rahon par chal pada very emotional bayan islamic,added video playlist musalmaan kin rahon par chal pada emotional bayan islamic
1,rt     tum to ab ye bhi bol sakte ho rahul musalmaan aur musalmaan atankwaadi hain i amxe2x80xa6,rt tum ab ye bhi bol sakte ho rahul musalmaan aur musalmaan atankwaadi hain amxexxa
1,donxe2x80x99t raise such things now modi hindu musalmaan banna degaa  bjp list in gujarat and looking for a communal card,donxexxt raise things modi hindu musalmaan banna degaa bjp list gujarat looking communal card
1,rt    jo musalmaan puri duniya me karte hai uska reaction hai,rt jo musalmaan puri duniya karte hai uska reaction hai
1,tum to ab ye bhi bol sakte ho rahul musalmaan aur musalmaan atankwaadi haixe2x80xa6,tum ab ye bhi bol sakte ho rahul musalmaan aur musalmaan atankwaadi haixexxa
0,jala diya tha usse aag hi aag hot as hell,jala diya tha usse aag hi aag hot hell
0,musalmaan hoon dafnana hai jalana nai,musalmaan hoon dafnana hai jalana nai
0,but aap hi log toxe2x80xa6,aap hi log toxexxa
0,tb to ye v pata hoga ki is desh ka exe2x80xa6,tb ye v pata hoga ki desh ka exexxa
1,rt  communal criminal modi musalmaan ka khelaaf zahar ugal raha hai  dalit popularfront,rt communal criminal modi musalmaan ka khelaaf zahar ugal raha hai dalit popularfront
1,sab aadmi hindu nahi hain  sab hindu aadmi nahi hain sab aadmi musxe2x80xa6,sab aadmi hindu nahi hain sab hindu aadmi nahi hain sab aadmi musxexxa
1,rt   apni nazar ko jhukaa kar chalow takey pataa lagey xf0x9fx98x8ann yeh koi aaam insan nahi  musalmaan hai xf0x9fx98x8ann a s a d,rt apni nazar ko jhukaa kar chalow takey pataa lagey xfxfxxann yeh koi aaam insan nahi musalmaan hai xfxfxxann
1,yaha mandir mandir or bahr jakr musalmaan bann jata he  gaddar he ye,yaha mandir mandir bahr jakr musalmaan bann jata gaddar ye
1,aaj humare hi mulk mein humko sirf isliye nishana banaya ja raha hai ki hum musalmaan hainmarkaz mein aisi hukumatxe2x80xa6,aaj humare hi mulk mein humko sirf isliye nishana banaya ja raha hai ki hum musalmaan hainmarkaz mein aisi hukumatxexxa
1,toto keya aaj kitne musalmaan dar ker b j p ke liye kaam ker rahe hai ye bhi unhi me ek hai,toto keya aaj kitne musalmaan dar ker b j p ke liye kaam ker rahe hai ye bhi unhi ek hai
0,hahaha musalmaan,hahaha musalmaan
0,acha musalmaan banna haixe2x9dxa4xefxb8x8fninshallah,acha musalmaan banna haixexdxaxefxbxfninshallah
1,communal criminal modi musalmaan ka khelaaf zahar ugal raha hai  dalit popularfront,communal criminal modi musalmaan ka khelaaf zahar ugal raha hai dalit popularfront
1,rt   ye siksha wala mudda kaam nehi karega election jeetna hain toh ye  do mudda jaruru hain nn1 mandir chahixe2x80xa6,rt ye siksha wala mudda kaam nehi karega election jeetna hain toh ye mudda jaruru hain nn mandir chahixexxa
1,pop jhon pall baaz aa ja warna is baar itney jootey pareingey k musalmaan ho jai ga tu,pop jhon pall baaz aa ja warna baar itney jootey pareingey k musalmaan ho jai ga tu
0,baat karenge vikas ki auurr chunaav ka mudda banayenge mandirmasjidhinduxe2x80xa6,baat karenge vikas ki auurr chunaav ka mudda banayenge mandirmasjidhinduxexxa
1,rahul gandhi ka grandfather firoj khan ek miyan musalmaan tha to phir rahul gandhi gandhi or hindu kaise huva xe2x80xa6,rahul gandhi ka grandfather firoj khan ek miyan musalmaan tha phir rahul gandhi gandhi hindu kaise huva xexxa
0,pakistani hun musalmaan hun momina hun gujrati hun aur larki hun,pakistani hun musalmaan hun momina hun gujrati hun aur larki hun
1,ek case batado proof ke saath love jihad kya hindu ladke musalmaan ladkiyo ki zindagi nahi barbaad karte,ek case batado proof ke saath love jihad kya hindu ladke musalmaan ladkiyo ki zindagi nahi barbaad karte
0,isse pta chalta hain ki logo ki soch kaisi hainbaat ho rahixe2x80xa6,isse pta chalta hain ki logo ki soch kaisi hainbaat ho rahixexxa
0,delhi hi nahin puri india mein hai yeh virus,delhi hi nahin puri india mein hai yeh virus
2,ye bhosdika apne apko  musalmaan bata taa hai  ma ka loda daru piye hai  wo bhi kajxe2x80xa6,ye bhosdika apne apko musalmaan bata taa hai ka loda daru piye hai wo bhi kajxexxa
0,sudhar ja tu gaya learn to live with peace,sudhar ja tu gaya learn live peace
1,jai bhawaninsambhunath bahublinjo musalmaan puri duniya me kar rahe hai ye uska reaction hainmusalxe2x80xa6,jai bhawaninsambhunath bahublinjo musalmaan puri duniya kar rahe hai ye uska reaction hainmusalxexxa
0,ye siksha wala mudda kaam nehi karega election jeetna hain toh ye  do mudda jaruru hain nn1 mandirxe2x80xa6,ye siksha wala mudda kaam nehi karega election jeetna hain toh ye mudda jaruru hain nn mandirxexxa
1,ahmed miyan patel ka far dikha kar kitne election jeet gaye modi ji rss ke constitution mein musalmaan hona disxe2x80xa6,ahmed miyan patel ka far dikha kar kitne election jeet gaye modi ji rss ke constitution mein musalmaan hona disxexxa
1,kyu abhi musalmaan hai to teri kyu jal rahi hai xf0x9fx98x82xf0x9fx98x82,kyu abhi musalmaan hai teri kyu jal rahi hai xfxfxxxfxfxx
0,gulami karna nahi aata means  phir hxe2x80xa6,gulami karna nahi aata means phir hxexxa
0,abe dharam se bhasha nhi aati samja aisa hota tohxe2x80xa6,abe dharam se bhasha nhi aati samja aisa hota tohxexxa
1,kyonki wo musalmaan hainisliye unke jaise koi kaafir nhi ho sakta,kyonki wo musalmaan hainisliye unke jaise koi kaafir nhi ho sakta
0,bahut hua hindu  musalmaan nab hum karte hain modi ji ka dil se sammannlove uuuu  go ahead,bahut hua hindu musalmaan nab hum karte hain modi ji ka dil se sammannlove uuuu go ahead
1,rt  wo log musalmaan nahi njo maasoomon ki jaan lete hainnmusalmaan to wo hain njo dusron ki khaateer apni jaan dete hainxe2x80xa6,rt wo log musalmaan nahi njo maasoomon ki jaan lete hainnmusalmaan wo hain njo dusron ki khaateer apni jaan dete hainxexxa
0,har musalmaan ko zumma hi nahi balki daily five time ki namaz padni chahiye,har musalmaan ko zumma hi nahi balki daily five time ki namaz padni chahiye
1,rukja tera brainwash karke tu pyaar mein andha kanoon pagal premi bannkenmusalmaan banjayega,rukja tera brainwash karke tu pyaar mein andha kanoon pagal premi bannkenmusalmaan banjayega
1,rt  modi  janeu dikha janeu dikhanrahul  xf0x9fx98xacxf0x9fxa4x90nmodi   beta isi liye maine topi pehanne se mana kari thi na main musalmaan hooxe2x80xa6,rt modi janeu dikha janeu dikhanrahul xfxfxxacxfxfxaxnmodi beta isi liye maine topi pehanne se mana kari thi na main musalmaan hooxexxa
1,sanatan hindu hoon bol kar paap mat kar bhagwan ram ek kaalpanik paatra hai kisne bola hai abe pahxe2x80xa6,sanatan hindu hoon bol kar paap mat kar bhagwan ram ek kaalpanik paatra hai kisne bola hai abe pahxexxa
1,60 saal mei desh ko bhikhari bana diya dadi ke marne pe sardaro ko jala diya dalit dalit chillate rahxe2x80xa6,saal mei desh ko bhikhari bana diya dadi ke marne pe sardaro ko jala diya dalit dalit chillate rahxexxa
1,rt   aaj hamare hi desh mein ek musalmaan hi hai jisne bhaarat ke teen tukde kiye the,rt aaj hamare hi desh mein ek musalmaan hi hai jisne bhaarat ke teen tukde kiye
0,rt  acha musalmaan banna haixe2x9dxa4xefxb8x8fninshallah,rt acha musalmaan banna haixexdxaxefxbxfninshallah
0,aise pakistani musalmaan ya hindu ke hone na hone se kiya farq parta hai jo khud ko logonxe2x80xa6,aise pakistani musalmaan ya hindu ke hone na hone se kiya farq parta hai jo khud ko logonxexxa
1,rt  paresh mesta youth hindu activist killed by jehadi radicals at honnavara karnataka  humanrightsday,rt paresh mesta youth hindu activist killed jehadi radicals honnavara karnataka humanrightsday
0,rt            xe2x80xa6,rt xexxa
1,rt  genitals cut hot oil poured on eyes and face head split into two condition of hindudalit activist paresh mesta willxe2x80xa6,rt genitals cut hot oil poured eyes face head split two condition hindudalit activist paresh mesta willxexxa
1,rt  here is an interesting statnn170 million indian muslimsn100 joined isisnthats 000005nn1 billion indian hindusnestimated 7xe2x80xa6,rt interesting statnn million indian muslimsn joined isisnthats nn billion indian hindusnestimated xexxa
1,rt  they called us hindu extremists saffron terrorists hindutva killers  maut ka saudagars church attackers butchers of indxe2x80xa6,rt called us hindu extremists saffron terrorists hindutva killers maut ka saudagars church attackers butchers indxexxa
1,rt  i am shocked to see how some accounts are religiously targeting hindu girlsnni am going to report all such id and their sxe2x80xa6,rt shocked see accounts religiously targeting hindu girlsnni going report id sxexxa
0,rt  karnataka paresh mestas family says that he had been kidnapped by a muslim mob while trying to escape from their stonexe2x80xa6,rt karnataka paresh mestas family says kidnapped muslim mob trying escape stonexexxa
1,rt  two suspected bangladeshi terrorists arms dealer arrested with fake aadhaar card in kolkata both are using hindu names n1xe2x80xa6,rt two suspected bangladeshi terrorists arms dealer arrested fake aadhaar card kolkata using hindu names nxexxa
0,rt  did we see you doing anna daan during daan parva  did we see you doing animal welfare under gou sewa  no we saw fadxe2x80xa6,rt see anna daan daan parva see animal welfare gou sewa saw fadxexxa
1,rt  this whole business of dismissing all hindu texts especially if they are considered sacredas myth has been part ofxe2x80xa6,rt whole business dismissing hindu texts especially considered sacredas myth part ofxexxa
0,rt  bjp pdp govt told the supreme court that it has no plans of setting up a minorities commission in jamp,rt bjp pdp govt told supreme court plans setting minorities commission jamp
1,rt  the two impossible things modi did is making raga hindu and manmohan speak,rt two impossible things modi making raga hindu manmohan speak
1,rt  ravi shankar prasad accused rahulgandhi of playing softhindutva card to appease the hindu population of the state he asxe2x80xa6,rt ravi shankar prasad accused rahulgandhi playing softhindutva card appease hindu population state asxexxa
1,rt  remember when colpurohit was illegally arrested and tortured to give hindu terror theory gendeepak kapoor was army chiexe2x80xa6,rt remember colpurohit illegally arrested tortured give hindu terror theory gendeepak kapoor army chiexexxa
0,rt  are the ancient hindu myths of a land bridge connecting india and sri lanka true scientific analysis suggests they arexe2x80xa6,rt ancient hindu myths land bridge connecting india sri lanka true scientific analysis suggests arexexxa
0,rt  apxe0xb0xaaxe0xb1x8dxe0xb0xb0xe0xb0x9cxe0xb0xb2xe0xb1x81 xe0xb0xaaxe0xb0xbexe0xb0xb0xe0xb1x8dxe0xb0x9fxe0xb1x80 xe0xb0xaaxe0xb0xbfxe0xb0xb0xe0xb0xbexe0xb0xafxe0xb0xbfxe0xb0x82xe0xb0xaaxe0xb1x81xe0xb0xb2 xe0xb0xaaxe0xb1x88xe0xb0xa8 xe0xb0x8exe0xb0x82xe0xb0xa4 xe0xb0x95xe0xb1x8bxe0xb0xaaxe0xb0x82 xe0xb0xaaxe0xb1x8dxe0xb0xb0xe0xb0xa6xe0xb0xb0xe0xb1x8dxe0xb0xb6xe0xb0xbfxe0xb0x82xe0xb0xb8xe0xb1x8dxe0xb0xa4xe0xb1x81xe0xb0xa8xe0xb1x8dxe0xb0xa8xe0xb0xbexe0xb0xb0xe0xb1x81 xe0xb0x85xe0xb0xa8xe0xb1x8dxe0xb0xa8xe0xb0xa6xe0xb0xbexe0xb0xa8xe0xb0xbfxe0xb0x95xe0xb0xbf xe0xb0xa8xe0xb0xbfxe0xb0xa8xe0xb1x8dxe0xb0xa8 xe0xb0x95xe0xb0xa6xe0xb0xbfxe0xb0xb0xe0xb0xbf xe0xb0xa8xe0xb1x87xe0xb0xa1xe0xb1x81 xe0xb0x97xe0xb0xbfxe0xb0xa6xe0xb1x8dxe0xb0xa6xe0xb0xb2xe0xb1x82xe0xb0xb0xe0xb1x81 xe0xb0x9cxe0xb0xb0xe0xb0xbfxe0xb0x97xe0xb0xbfxe0xb0xa8 xe0xb0xb8xe0xb0x82xe0xb0x98xe0xb0x9fxe0xb0xb2xe0xb1x87 xe0xb0x89xe0xb0xa6xe0xb0xbexe0xb0xb9xe0xb0xb0xe0xb0xa3xe0xb0xb2xe0xb1x81xe2x80xa6,rt apxexbxaaxexbxdxexbxbxexbxcxexbxbxexbx xexbxaaxexbxbexexbxbxexbxdxexbxfxexbx xexbxaaxexbxbfxexbxbxexbxbexexbxafxexbxbfxexbxxexbxaaxexbxxexbxb xexbxaaxexbxxexbxa xexbxexexbxxexbxa xexbxxexbxbxexbxaaxexbx xexbxaaxexbxdxexbxbxexbxaxexbxbxexbxdxexbxbxexbxbfxexbxxexbxbxexbxdxexbxaxexbxxexbxaxexbxdxexbxaxexbxbexexbxbxexbx xexbxxexbxaxexbxdxexbxaxexbxaxexbxbexexbxaxexbxbfxexbxxexbxbf xexbxaxexbxbfxexbxaxexbxdxexbxa xexbxxexbxaxexbxbfxexbxbxexbxbf xexbxaxexbxxexbxaxexbx xexbxxexbxbfxexbxaxexbxdxexbxaxexbxbxexbxxexbxbxexbx xexbxcxexbxbxexbxbfxexbxxexbxbfxexbxa xexbxbxexbxxexbxxexbxfxexbxbxexbx xexbxxexbxaxexbxbexexbxbxexbxbxexbxaxexbxbxexbxxexxa
0,this is good opportunity for all citizens of the countryxe2x80xa6,good opportunity citizens countryxexxa
0,this is called development pappu thinks that by faking as hindu and shiv bhakat he can befool us,called development pappu thinks faking hindu shiv bhakat befool us
1,obessi ka janetic baap hindu jo dahra,obessi ka janetic baap hindu jo dahra
1,rt  is that why maharashtra banned hindu rituals calling it superstion,rt maharashtra banned hindu rituals calling superstion
0,rt   your next pil i guess,rt next pil guess
1,asli maza to uske baad h jab kuch dino baad wahi hindu ma bahen beti apni pati ya baap ko batati h kixe2x80xa6,asli maza uske baad h jab kuch dino baad wahi hindu bahen beti apni pati ya baap ko batati h kixexxa
0,coming together for music  the hindu dh digitalhumanities,coming together music hindu dh digitalhumanities
0,aap gathers strength in varanasi  the hindu xe2x80xa6,aap gathers strength varanasi hindu xexxa
0,ye to har din hota hai read  nsometimes write other way round,ye har din hota hai read nsometimes write way round
0,jammu ko save karo,jammu ko save karo
0,rt  hindus and jews have much more similarities both are culturesethnic group oriented religion both faced many ups and dowxe2x80xa6,rt hindus jews much similarities culturesethnic group oriented religion faced many ups dowxexxa
0,rt  always rememberthe sethu is much much older than the mandir amp was put in place by the lord himself what dr  achievedxe2x80xa6,rt always rememberthe sethu much much older mandir amp put place lord dr achievedxexxa
0,rt     david and amanda fernandes working to save the souls of hindu heathens and closexe2x80xa6,rt david amanda fernandes working save souls hindu heathens closexexxa
0,in hindu mythology a married man must be accompanied by wife  ardhangani at teerth unless physically unxe2x80xa6,hindu mythology married man must accompanied wife ardhangani teerth unless physically unxexxa
0,onlyhindushang 1 savanrathod 2 sajjadmughal 3xe2x80xa6,onlyhindushang savanrathod sajjadmughal xexxa
0,ohh yes given the stiff competition he underwent this is a news indeed xf0x9fx98x80xf0x9fx98x80,ohh yes given stiff competition underwent news indeed xfxfxxxfxfxx
1,rt  genitals cut hot oil poured on eyes and face head split into two condition of hindudalit activist paresh mesta will the sexe2x80xa6,rt genitals cut hot oil poured eyes face head split two condition hindudalit activist paresh mesta sexexxa
1,rt    anshul exactly my point i asked the question nlets assume the man was a muslim and zairawasimxe2x80xa6,rt anshul exactly point asked question nlets assume man muslim zairawasimxexxa
0,rt  addressed students of begum sharifa kalsekar school one of mumbaixe2x80x99s finest girlsxe2x80x99 schools itxe2x80x99s founding principal was jexe2x80xa6,rt addressed students begum sharifa kalsekar school one mumbaixexxs finest girlsxexx schools itxexxs founding principal jexexxa
0,rt   ixe2x80x99m a proud hindu amp like many i celebrate every festival in my country  amp that is an individual choicexe2x80xa6,rt ixexxm proud hindu amp like many celebrate every festival country amp individual choicexexxa
1,rt  xf0x9fx91x89when islamists kill thousands roaming all around the world terrorism has no religionnxf0x9fx91x89when a hindu maniac murders hindxe2x80xa6,rt xfxfxxwhen islamists kill thousands roaming around world terrorism religionnxfxfxxwhen hindu maniac murders hindxexxa
1,rt  intellectuals called hindu terror behind gauri lankesh murder accused identified as tahir hussain who supplied arms to killxe2x80xa6,rt intellectuals called hindu terror behind gauri lankesh murder accused identified tahir hussain supplied arms killxexxa
0,so you will trust marxist cxe2x80xa6,trust marxist cxexxa
0,haha rahul and other ministers are using our money to use z security maybe we shud reduce his securityxe2x80xa6,haha rahul ministers using money use z security maybe shud reduce securityxexxa
1,rt  in a hindu dominant country more than 80 hindus are seeking permission from 19 minority so they can build a rammandixe2x80xa6,rt hindu dominant country hindus seeking permission minority build rammandixexxa
